id_sample_to_clone,id_sample_to_compare,text
crema-d_1041_anger_TAIXX,crema-d_1041_anger_TAIXX,Don't forget a jacket.
crema-d_1041_anger_TIEXX,crema-d_1041_anger_TIEXX,I wonder what this is about.
crema-d_1041_anger_TSIXX,crema-d_1041_anger_TSIXX,It's eleven o'clock.
crema-d_1041_anger_WSIXX,crema-d_1041_anger_WSIXX,I think I've seen this before.
crema-d_1041_disgust_DFAXX,crema-d_1041_disgust_DFAXX,That is exactly what happened.
crema-d_1041_disgust_IEOHI,crema-d_1041_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1041_disgust_IEOLO,crema-d_1041_disgust_IEOMD,That is exactly what happened.
crema-d_1041_disgust_IEOMD,crema-d_1041_disgust_IEOMD,I think I have a doctor's appointment.
crema-d_1041_disgust_IOMXX,crema-d_1041_disgust_IOMXX,Maybe tomorrow it will be cold.
crema-d_1041_disgust_ITHXX,crema-d_1041_disgust_ITHXX,We'll stop in a couple of minutes.
crema-d_1041_disgust_ITSXX,crema-d_1041_disgust_ITSXX,The surface is slick.
crema-d_1041_disgust_IWLXX,crema-d_1041_disgust_IWLXX,We'll stop in a couple of minutes.
crema-d_1041_disgust_IWWXX,crema-d_1041_disgust_IWWXX,I would like a new alarm clock.
crema-d_1041_disgust_MTIXX,crema-d_1041_disgust_MTIXX,I think I have a doctor's appointment.
crema-d_1041_disgust_TAIXX,crema-d_1041_disgust_TAIXX,It's eleven o'clock.
crema-d_1041_disgust_TIEXX,crema-d_1041_disgust_TIEXX,I would like a new alarm clock.
crema-d_1041_disgust_TSIXX,crema-d_1041_disgust_TSIXX,That is exactly what happened.
crema-d_1041_disgust_WSIXX,crema-d_1041_disgust_WSIXX,The airplane is almost full.
crema-d_1041_fear_DFAXX,crema-d_1041_fear_DFAXX,Maybe tomorrow it will be cold.
crema-d_1041_fear_IEOHI,crema-d_1041_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1041_fear_IEOLO,crema-d_1041_fear_IEOMD,I would like a new alarm clock.
crema-d_1041_fear_IEOMD,crema-d_1041_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1041_fear_IOMXX,crema-d_1041_fear_IOMXX,Don't forget a jacket.
crema-d_1041_fear_ITHXX,crema-d_1041_fear_ITHXX,I would like a new alarm clock.
crema-d_1041_fear_ITSXX,crema-d_1041_fear_ITSXX,The surface is slick.
crema-d_1041_fear_IWLXX,crema-d_1041_fear_IWLXX,I wonder what this is about.
crema-d_1041_fear_IWWXX,crema-d_1041_fear_IWWXX,I'm on my way to the meeting.
crema-d_1041_fear_MTIXX,crema-d_1041_fear_MTIXX,Don't forget a jacket.
crema-d_1041_fear_TAIXX,crema-d_1041_fear_TAIXX,It's eleven o'clock.
crema-d_1041_fear_TIEXX,crema-d_1041_fear_TIEXX,I wonder what this is about.
crema-d_1041_fear_TSIXX,crema-d_1041_fear_TSIXX,I'm on my way to the meeting.
crema-d_1041_fear_WSIXX,crema-d_1041_fear_WSIXX,That is exactly what happened.
crema-d_1041_happiness_DFAXX,crema-d_1041_happiness_DFAXX,We'll stop in a couple of minutes.
crema-d_1041_happiness_IEOHI,crema-d_1041_happiness_IEOMD,Don't forget a jacket.
crema-d_1041_happiness_IEOLO,crema-d_1041_happiness_IEOMD,I would like a new alarm clock.
crema-d_1041_happiness_IEOMD,crema-d_1041_happiness_IEOMD,The airplane is almost full.
crema-d_1041_happiness_IOMXX,crema-d_1041_happiness_IOMXX,Maybe tomorrow it will be cold.
crema-d_1041_happiness_ITHXX,crema-d_1041_happiness_ITHXX,That is exactly what happened.
crema-d_1041_happiness_ITSXX,crema-d_1041_happiness_ITSXX,That is exactly what happened.
crema-d_1041_happiness_IWLXX,crema-d_1041_happiness_IWLXX,I think I've seen this before.
crema-d_1041_happiness_IWWXX,crema-d_1041_happiness_IWWXX,The surface is slick.
crema-d_1041_happiness_MTIXX,crema-d_1041_happiness_MTIXX,It's eleven o'clock.
crema-d_1041_happiness_TAIXX,crema-d_1041_happiness_TAIXX,That is exactly what happened.
crema-d_1041_happiness_TIEXX,crema-d_1041_happiness_TIEXX,I wonder what this is about.
crema-d_1041_happiness_TSIXX,crema-d_1041_happiness_TSIXX,I wonder what this is about.
crema-d_1041_happiness_WSIXX,crema-d_1041_happiness_WSIXX,I would like a new alarm clock.
crema-d_1041_neutral_DFAXX,crema-d_1041_neutral_DFAXX,I would like a new alarm clock.
crema-d_1041_neutral_IEOXX,crema-d_1041_neutral_IEOXX,I think I have a doctor's appointment.
crema-d_1041_neutral_IOMXX,crema-d_1041_neutral_IOMXX,Maybe tomorrow it will be cold.
crema-d_1041_neutral_ITHXX,crema-d_1041_neutral_ITHXX,I would like a new alarm clock.
crema-d_1041_neutral_ITSXX,crema-d_1041_neutral_ITSXX,Maybe tomorrow it will be cold.
crema-d_1041_neutral_IWLXX,crema-d_1041_neutral_IWLXX,I think I have a doctor's appointment.
crema-d_1041_neutral_IWWXX,crema-d_1041_neutral_IWWXX,I think I've seen this before.
crema-d_1041_neutral_MTIXX,crema-d_1041_neutral_MTIXX,I think I've seen this before.
crema-d_1041_neutral_TAIXX,crema-d_1041_neutral_TAIXX,I would like a new alarm clock.
crema-d_1041_neutral_TIEXX,crema-d_1041_neutral_TIEXX,I wonder what this is about.
crema-d_1041_neutral_TSIXX,crema-d_1041_neutral_TSIXX,I think I've seen this before.
crema-d_1041_neutral_WSIXX,crema-d_1041_neutral_WSIXX,The airplane is almost full.
crema-d_1041_sadness_DFAXX,crema-d_1041_sadness_DFAXX,It's eleven o'clock.
crema-d_1041_sadness_IEOHI,crema-d_1041_sadness_IEOMD,We'll stop in a couple of minutes.
crema-d_1041_sadness_IEOLO,crema-d_1041_sadness_IEOMD,We'll stop in a couple of minutes.
crema-d_1041_sadness_IEOMD,crema-d_1041_sadness_IEOMD,That is exactly what happened.
crema-d_1041_sadness_IOMXX,crema-d_1041_sadness_IOMXX,The airplane is almost full.
crema-d_1041_sadness_ITHXX,crema-d_1041_sadness_ITHXX,I would like a new alarm clock.
crema-d_1041_sadness_ITSXX,crema-d_1041_sadness_ITSXX,The surface is slick.
crema-d_1041_sadness_IWLXX,crema-d_1041_sadness_IWLXX,We'll stop in a couple of minutes.
crema-d_1041_sadness_IWWXX,crema-d_1041_sadness_IWWXX,The surface is slick.
crema-d_1041_sadness_MTIXX,crema-d_1041_sadness_MTIXX,I'm on my way to the meeting.
crema-d_1041_sadness_TAIXX,crema-d_1041_sadness_TAIXX,Maybe tomorrow it will be cold.
crema-d_1041_sadness_TIEXX,crema-d_1041_sadness_TIEXX,The surface is slick.
crema-d_1041_sadness_TSIXX,crema-d_1041_sadness_TSIXX,I think I have a doctor's appointment.
crema-d_1041_sadness_WSIXX,crema-d_1041_sadness_WSIXX,I wonder what this is about.
crema-d_1042_anger_DFAXX,crema-d_1042_anger_DFAXX,I would like a new alarm clock.
crema-d_1042_anger_IEOHI,crema-d_1042_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1042_anger_IEOLO,crema-d_1042_anger_IEOMD,I think I've seen this before.
crema-d_1042_anger_IEOMD,crema-d_1042_anger_IEOMD,I wonder what this is about.
crema-d_1042_anger_IOMXX,crema-d_1042_anger_IOMXX,We'll stop in a couple of minutes.
crema-d_1042_anger_ITHXX,crema-d_1042_anger_ITHXX,I think I've seen this before.
crema-d_1042_anger_ITSXX,crema-d_1042_anger_ITSXX,That is exactly what happened.
crema-d_1042_anger_IWLXX,crema-d_1042_anger_IWLXX,I wonder what this is about.
crema-d_1042_anger_IWWXX,crema-d_1042_anger_IWWXX,The airplane is almost full.
crema-d_1042_anger_MTIXX,crema-d_1042_anger_MTIXX,The airplane is almost full.
crema-d_1042_anger_TAIXX,crema-d_1042_anger_TAIXX,That is exactly what happened.
crema-d_1042_anger_TIEXX,crema-d_1042_anger_TIEXX,We'll stop in a couple of minutes.
crema-d_1042_anger_TSIXX,crema-d_1042_anger_TSIXX,It's eleven o'clock.
crema-d_1042_anger_WSIXX,crema-d_1042_anger_WSIXX,I think I've seen this before.
crema-d_1042_disgust_DFAXX,crema-d_1042_disgust_DFAXX,The airplane is almost full.
crema-d_1042_disgust_IEOHI,crema-d_1042_disgust_IEOMD,I think I've seen this before.
crema-d_1042_disgust_IEOLO,crema-d_1042_disgust_IEOMD,I would like a new alarm clock.
crema-d_1042_disgust_IEOMD,crema-d_1042_disgust_IEOMD,Don't forget a jacket.
crema-d_1042_disgust_IOMXX,crema-d_1042_disgust_IOMXX,I think I've seen this before.
crema-d_1042_disgust_ITHXX,crema-d_1042_disgust_ITHXX,It's eleven o'clock.
crema-d_1042_disgust_ITSXX,crema-d_1042_disgust_ITSXX,Maybe tomorrow it will be cold.
crema-d_1042_disgust_IWLXX,crema-d_1042_disgust_IWLXX,Don't forget a jacket.
crema-d_1042_disgust_IWWXX,crema-d_1042_disgust_IWWXX,I would like a new alarm clock.
crema-d_1042_disgust_MTIXX,crema-d_1042_disgust_MTIXX,I think I've seen this before.
crema-d_1042_disgust_TAIXX,crema-d_1042_disgust_TAIXX,Maybe tomorrow it will be cold.
crema-d_1042_disgust_TIEXX,crema-d_1042_disgust_TIEXX,I think I've seen this before.
crema-d_1042_disgust_TSIXX,crema-d_1042_disgust_TSIXX,Don't forget a jacket.
crema-d_1042_disgust_WSIXX,crema-d_1042_disgust_WSIXX,I think I have a doctor's appointment.
crema-d_1042_fear_DFAXX,crema-d_1042_fear_DFAXX,The airplane is almost full.
crema-d_1042_fear_IEOHI,crema-d_1042_fear_IEOMD,I think I've seen this before.
crema-d_1042_fear_IEOLO,crema-d_1042_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1042_fear_IEOMD,crema-d_1042_fear_IEOMD,Maybe tomorrow it will be cold.
crema-d_1042_fear_IOMXX,crema-d_1042_fear_IOMXX,Don't forget a jacket.
crema-d_1042_fear_ITHXX,crema-d_1042_fear_ITHXX,Maybe tomorrow it will be cold.
crema-d_1042_fear_ITSXX,crema-d_1042_fear_ITSXX,It's eleven o'clock.
crema-d_1042_fear_IWLXX,crema-d_1042_fear_IWLXX,The surface is slick.
crema-d_1042_fear_IWWXX,crema-d_1042_fear_IWWXX,We'll stop in a couple of minutes.
crema-d_1042_fear_MTIXX,crema-d_1042_fear_MTIXX,The surface is slick.
crema-d_1042_fear_TAIXX,crema-d_1042_fear_TAIXX,That is exactly what happened.
crema-d_1042_fear_TIEXX,crema-d_1042_fear_TIEXX,It's eleven o'clock.
crema-d_1042_fear_TSIXX,crema-d_1042_fear_TSIXX,I think I've seen this before.
crema-d_1042_fear_WSIXX,crema-d_1042_fear_WSIXX,It's eleven o'clock.
crema-d_1042_happiness_DFAXX,crema-d_1042_happiness_DFAXX,I'm on my way to the meeting.
crema-d_1042_happiness_IEOHI,crema-d_1042_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1042_happiness_IEOLO,crema-d_1042_happiness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1042_happiness_IEOMD,crema-d_1042_happiness_IEOMD,I would like a new alarm clock.
crema-d_1042_happiness_IOMXX,crema-d_1042_happiness_IOMXX,The airplane is almost full.
crema-d_1042_happiness_ITHXX,crema-d_1042_happiness_ITHXX,Don't forget a jacket.
crema-d_1042_happiness_ITSXX,crema-d_1042_happiness_ITSXX,I'm on my way to the meeting.
crema-d_1042_happiness_IWLXX,crema-d_1042_happiness_IWLXX,The airplane is almost full.
crema-d_1042_happiness_IWWXX,crema-d_1042_happiness_IWWXX,Maybe tomorrow it will be cold.
crema-d_1042_happiness_MTIXX,crema-d_1042_happiness_MTIXX,That is exactly what happened.
crema-d_1042_happiness_TAIXX,crema-d_1042_happiness_TAIXX,I think I've seen this before.
crema-d_1042_happiness_TIEXX,crema-d_1042_happiness_TIEXX,The surface is slick.
crema-d_1042_happiness_TSIXX,crema-d_1042_happiness_TSIXX,I wonder what this is about.
crema-d_1042_happiness_WSIXX,crema-d_1042_happiness_WSIXX,That is exactly what happened.
crema-d_1042_neutral_DFAXX,crema-d_1042_neutral_DFAXX,I would like a new alarm clock.
crema-d_1042_neutral_IEOXX,crema-d_1042_neutral_IEOXX,I would like a new alarm clock.
crema-d_1042_neutral_IOMXX,crema-d_1042_neutral_IOMXX,Maybe tomorrow it will be cold.
crema-d_1042_neutral_ITHXX,crema-d_1042_neutral_ITHXX,Don't forget a jacket.
crema-d_1042_neutral_ITSXX,crema-d_1042_neutral_ITSXX,That is exactly what happened.
crema-d_1042_neutral_IWLXX,crema-d_1042_neutral_IWLXX,I think I've seen this before.
crema-d_1042_neutral_IWWXX,crema-d_1042_neutral_IWWXX,The surface is slick.
crema-d_1042_neutral_MTIXX,crema-d_1042_neutral_MTIXX,I'm on my way to the meeting.
crema-d_1042_neutral_TAIXX,crema-d_1042_neutral_TAIXX,Don't forget a jacket.
crema-d_1042_neutral_TIEXX,crema-d_1042_neutral_TIEXX,I would like a new alarm clock.
crema-d_1042_neutral_TSIXX,crema-d_1042_neutral_TSIXX,I'm on my way to the meeting.
crema-d_1042_neutral_WSIXX,crema-d_1042_neutral_WSIXX,The surface is slick.
crema-d_1042_sadness_DFAXX,crema-d_1042_sadness_DFAXX,I'm on my way to the meeting.
crema-d_1042_sadness_IEOHI,crema-d_1042_sadness_IEOMD,I would like a new alarm clock.
crema-d_1042_sadness_IEOLO,crema-d_1042_sadness_IEOMD,I think I have a doctor's appointment.
crema-d_1042_sadness_IEOMD,crema-d_1042_sadness_IEOMD,The surface is slick.
crema-d_1042_sadness_IOMXX,crema-d_1042_sadness_IOMXX,We'll stop in a couple of minutes.
crema-d_1042_sadness_ITHXX,crema-d_1042_sadness_ITHXX,I would like a new alarm clock.
crema-d_1042_sadness_ITSXX,crema-d_1042_sadness_ITSXX,I'm on my way to the meeting.
crema-d_1042_sadness_IWLXX,crema-d_1042_sadness_IWLXX,The airplane is almost full.
crema-d_1042_sadness_IWWXX,crema-d_1042_sadness_IWWXX,The surface is slick.
crema-d_1042_sadness_MTIXX,crema-d_1042_sadness_MTIXX,Don't forget a jacket.
crema-d_1042_sadness_TAIXX,crema-d_1042_sadness_TAIXX,We'll stop in a couple of minutes.
crema-d_1042_sadness_TIEXX,crema-d_1042_sadness_TIEXX,I'm on my way to the meeting.
crema-d_1042_sadness_TSIXX,crema-d_1042_sadness_TSIXX,That is exactly what happened.
crema-d_1042_sadness_WSIXX,crema-d_1042_sadness_WSIXX,I would like a new alarm clock.
crema-d_1043_anger_DFAXX,crema-d_1043_anger_DFAXX,I think I've seen this before.
crema-d_1043_anger_IEOHI,crema-d_1043_anger_IEOMD,That is exactly what happened.
crema-d_1043_anger_IEOLO,crema-d_1043_anger_IEOMD,That is exactly what happened.
crema-d_1043_anger_IEOMD,crema-d_1043_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1043_anger_IOMXX,crema-d_1043_anger_IOMXX,The airplane is almost full.
crema-d_1043_anger_ITHXX,crema-d_1043_anger_ITHXX,It's eleven o'clock.
crema-d_1043_anger_ITSXX,crema-d_1043_anger_ITSXX,Don't forget a jacket.
crema-d_1043_anger_IWLXX,crema-d_1043_anger_IWLXX,I'm on my way to the meeting.
crema-d_1043_anger_IWWXX,crema-d_1043_anger_IWWXX,We'll stop in a couple of minutes.
crema-d_1043_anger_MTIXX,crema-d_1043_anger_MTIXX,I wonder what this is about.
crema-d_1043_anger_TAIXX,crema-d_1043_anger_TAIXX,Don't forget a jacket.
crema-d_1043_anger_TIEXX,crema-d_1043_anger_TIEXX,I would like a new alarm clock.
crema-d_1043_anger_TSIXX,crema-d_1043_anger_TSIXX,I think I've seen this before.
crema-d_1043_anger_WSIXX,crema-d_1043_anger_WSIXX,I would like a new alarm clock.
crema-d_1043_disgust_DFAXX,crema-d_1043_disgust_DFAXX,That is exactly what happened.
crema-d_1043_disgust_IEOHI,crema-d_1043_disgust_IEOMD,I wonder what this is about.
crema-d_1043_disgust_IEOLO,crema-d_1043_disgust_IEOMD,I'm on my way to the meeting.
crema-d_1043_disgust_IEOMD,crema-d_1043_disgust_IEOMD,I'm on my way to the meeting.
crema-d_1043_disgust_IOMXX,crema-d_1043_disgust_IOMXX,I think I have a doctor's appointment.
crema-d_1043_disgust_ITHXX,crema-d_1043_disgust_ITHXX,That is exactly what happened.
crema-d_1043_disgust_ITSXX,crema-d_1043_disgust_ITSXX,Don't forget a jacket.
crema-d_1043_disgust_IWLXX,crema-d_1043_disgust_IWLXX,That is exactly what happened.
crema-d_1043_disgust_IWWXX,crema-d_1043_disgust_IWWXX,I think I've seen this before.
crema-d_1043_disgust_MTIXX,crema-d_1043_disgust_MTIXX,I wonder what this is about.
crema-d_1043_disgust_TAIXX,crema-d_1043_disgust_TAIXX,Maybe tomorrow it will be cold.
crema-d_1043_disgust_TIEXX,crema-d_1043_disgust_TIEXX,I think I have a doctor's appointment.
crema-d_1043_disgust_TSIXX,crema-d_1043_disgust_TSIXX,It's eleven o'clock.
crema-d_1043_disgust_WSIXX,crema-d_1043_disgust_WSIXX,I wonder what this is about.
crema-d_1043_fear_DFAXX,crema-d_1043_fear_DFAXX,I think I've seen this before.
crema-d_1043_fear_IEOHI,crema-d_1043_fear_IEOMD,I would like a new alarm clock.
crema-d_1043_fear_IEOLO,crema-d_1043_fear_IEOMD,The airplane is almost full.
crema-d_1043_fear_IEOMD,crema-d_1043_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1043_fear_IOMXX,crema-d_1043_fear_IOMXX,I would like a new alarm clock.
crema-d_1043_fear_ITHXX,crema-d_1043_fear_ITHXX,The airplane is almost full.
crema-d_1043_fear_ITSXX,crema-d_1043_fear_ITSXX,I'm on my way to the meeting.
crema-d_1043_fear_IWLXX,crema-d_1043_fear_IWLXX,Maybe tomorrow it will be cold.
crema-d_1043_fear_IWWXX,crema-d_1043_fear_IWWXX,The surface is slick.
crema-d_1043_fear_MTIXX,crema-d_1043_fear_MTIXX,I would like a new alarm clock.
crema-d_1043_fear_TAIXX,crema-d_1043_fear_TAIXX,That is exactly what happened.
crema-d_1043_fear_TIEXX,crema-d_1043_fear_TIEXX,I wonder what this is about.
crema-d_1043_fear_TSIXX,crema-d_1043_fear_TSIXX,Don't forget a jacket.
crema-d_1043_fear_WSIXX,crema-d_1043_fear_WSIXX,It's eleven o'clock.
crema-d_1043_happiness_DFAXX,crema-d_1043_happiness_DFAXX,The surface is slick.
crema-d_1043_happiness_IEOHI,crema-d_1043_happiness_IEOMD,I would like a new alarm clock.
crema-d_1043_happiness_IEOLO,crema-d_1043_happiness_IEOMD,We'll stop in a couple of minutes.
crema-d_1043_happiness_IEOMD,crema-d_1043_happiness_IEOMD,Don't forget a jacket.
crema-d_1043_happiness_IOMXX,crema-d_1043_happiness_IOMXX,I wonder what this is about.
crema-d_1043_happiness_ITHXX,crema-d_1043_happiness_ITHXX,Maybe tomorrow it will be cold.
crema-d_1043_happiness_ITSXX,crema-d_1043_happiness_ITSXX,I would like a new alarm clock.
crema-d_1043_happiness_IWLXX,crema-d_1043_happiness_IWLXX,We'll stop in a couple of minutes.
crema-d_1043_happiness_IWWXX,crema-d_1043_happiness_IWWXX,I think I have a doctor's appointment.
crema-d_1043_happiness_MTIXX,crema-d_1043_happiness_MTIXX,I'm on my way to the meeting.
crema-d_1043_happiness_TAIXX,crema-d_1043_happiness_TAIXX,That is exactly what happened.
crema-d_1043_happiness_TIEXX,crema-d_1043_happiness_TIEXX,Don't forget a jacket.
crema-d_1043_happiness_TSIXX,crema-d_1043_happiness_TSIXX,Don't forget a jacket.
crema-d_1043_happiness_WSIXX,crema-d_1043_happiness_WSIXX,That is exactly what happened.
crema-d_1043_neutral_DFAXX,crema-d_1043_neutral_DFAXX,I'm on my way to the meeting.
crema-d_1043_neutral_IEOXX,crema-d_1043_neutral_IEOXX,I think I have a doctor's appointment.
crema-d_1043_neutral_IOMXX,crema-d_1043_neutral_IOMXX,That is exactly what happened.
crema-d_1043_neutral_ITHXX,crema-d_1043_neutral_ITHXX,That is exactly what happened.
crema-d_1043_neutral_ITSXX,crema-d_1043_neutral_ITSXX,I think I have a doctor's appointment.
crema-d_1043_neutral_IWLXX,crema-d_1043_neutral_IWLXX,I wonder what this is about.
crema-d_1043_neutral_IWWXX,crema-d_1043_neutral_IWWXX,Don't forget a jacket.
crema-d_1043_neutral_MTIXX,crema-d_1043_neutral_MTIXX,That is exactly what happened.
crema-d_1043_neutral_TAIXX,crema-d_1043_neutral_TAIXX,That is exactly what happened.
crema-d_1043_neutral_TIEXX,crema-d_1043_neutral_TIEXX,We'll stop in a couple of minutes.
crema-d_1043_neutral_TSIXX,crema-d_1043_neutral_TSIXX,I'm on my way to the meeting.
crema-d_1043_neutral_WSIXX,crema-d_1043_neutral_WSIXX,I'm on my way to the meeting.
crema-d_1043_sadness_DFAXX,crema-d_1043_sadness_DFAXX,I think I've seen this before.
crema-d_1043_sadness_IEOHI,crema-d_1043_sadness_IEOMD,That is exactly what happened.
crema-d_1043_sadness_IEOLO,crema-d_1043_sadness_IEOMD,I think I've seen this before.
crema-d_1043_sadness_IEOMD,crema-d_1043_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1043_sadness_IOMXX,crema-d_1043_sadness_IOMXX,That is exactly what happened.
crema-d_1043_sadness_ITHXX,crema-d_1043_sadness_ITHXX,The surface is slick.
crema-d_1043_sadness_ITSXX,crema-d_1043_sadness_ITSXX,Maybe tomorrow it will be cold.
crema-d_1043_sadness_IWLXX,crema-d_1043_sadness_IWLXX,I'm on my way to the meeting.
crema-d_1043_sadness_IWWXX,crema-d_1043_sadness_IWWXX,It's eleven o'clock.
crema-d_1043_sadness_MTIXX,crema-d_1043_sadness_MTIXX,I think I have a doctor's appointment.
crema-d_1043_sadness_TAIXX,crema-d_1043_sadness_TAIXX,The surface is slick.
crema-d_1043_sadness_TIEXX,crema-d_1043_sadness_TIEXX,We'll stop in a couple of minutes.
crema-d_1043_sadness_TSIXX,crema-d_1043_sadness_TSIXX,Don't forget a jacket.
crema-d_1043_sadness_WSIXX,crema-d_1043_sadness_WSIXX,Don't forget a jacket.
crema-d_1044_anger_DFAXX,crema-d_1044_anger_DFAXX,We'll stop in a couple of minutes.
crema-d_1044_anger_IEOHI,crema-d_1044_anger_IEOMD,The surface is slick.
crema-d_1044_anger_IEOLO,crema-d_1044_anger_IEOMD,The surface is slick.
crema-d_1044_anger_IEOMD,crema-d_1044_anger_IEOMD,I think I've seen this before.
crema-d_1044_anger_IOMXX,crema-d_1044_anger_IOMXX,Maybe tomorrow it will be cold.
crema-d_1044_anger_ITHXX,crema-d_1044_anger_ITHXX,That is exactly what happened.
crema-d_1044_anger_ITSXX,crema-d_1044_anger_ITSXX,The airplane is almost full.
crema-d_1044_anger_IWLXX,crema-d_1044_anger_IWLXX,I think I've seen this before.
crema-d_1044_anger_IWWXX,crema-d_1044_anger_IWWXX,I'm on my way to the meeting.
crema-d_1044_anger_MTIXX,crema-d_1044_anger_MTIXX,I'm on my way to the meeting.
crema-d_1044_anger_TAIXX,crema-d_1044_anger_TAIXX,The surface is slick.
crema-d_1044_anger_TIEXX,crema-d_1044_anger_TIEXX,The surface is slick.
crema-d_1044_anger_TSIXX,crema-d_1044_anger_TSIXX,Maybe tomorrow it will be cold.
crema-d_1044_anger_WSIXX,crema-d_1044_anger_WSIXX,I would like a new alarm clock.
crema-d_1044_disgust_DFAXX,crema-d_1044_disgust_DFAXX,I wonder what this is about.
crema-d_1044_disgust_IEOHI,crema-d_1044_disgust_IEOMD,That is exactly what happened.
crema-d_1044_disgust_IEOLO,crema-d_1044_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1044_disgust_IEOMD,crema-d_1044_disgust_IEOMD,That is exactly what happened.
crema-d_1044_disgust_IOMXX,crema-d_1044_disgust_IOMXX,The airplane is almost full.
crema-d_1044_disgust_ITHXX,crema-d_1044_disgust_ITHXX,The surface is slick.
crema-d_1044_disgust_ITSXX,crema-d_1044_disgust_ITSXX,I'm on my way to the meeting.
crema-d_1044_disgust_IWLXX,crema-d_1044_disgust_IWLXX,Maybe tomorrow it will be cold.
crema-d_1044_disgust_IWWXX,crema-d_1044_disgust_IWWXX,I think I've seen this before.
crema-d_1044_disgust_MTIXX,crema-d_1044_disgust_MTIXX,The airplane is almost full.
crema-d_1044_disgust_TAIXX,crema-d_1044_disgust_TAIXX,We'll stop in a couple of minutes.
crema-d_1044_disgust_TIEXX,crema-d_1044_disgust_TIEXX,The surface is slick.
crema-d_1044_disgust_TSIXX,crema-d_1044_disgust_TSIXX,I think I've seen this before.
crema-d_1044_disgust_WSIXX,crema-d_1044_disgust_WSIXX,Maybe tomorrow it will be cold.
crema-d_1044_fear_DFAXX,crema-d_1044_fear_DFAXX,Maybe tomorrow it will be cold.
crema-d_1044_fear_IEOHI,crema-d_1044_fear_IEOMD,I think I've seen this before.
crema-d_1044_fear_IEOLO,crema-d_1044_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1044_fear_IEOMD,crema-d_1044_fear_IEOMD,Maybe tomorrow it will be cold.
crema-d_1044_fear_IOMXX,crema-d_1044_fear_IOMXX,The airplane is almost full.
crema-d_1044_fear_ITHXX,crema-d_1044_fear_ITHXX,Don't forget a jacket.
crema-d_1044_fear_ITSXX,crema-d_1044_fear_ITSXX,It's eleven o'clock.
crema-d_1044_fear_IWLXX,crema-d_1044_fear_IWLXX,It's eleven o'clock.
crema-d_1044_fear_IWWXX,crema-d_1044_fear_IWWXX,I think I have a doctor's appointment.
crema-d_1044_fear_MTIXX,crema-d_1044_fear_MTIXX,I think I have a doctor's appointment.
crema-d_1044_fear_TAIXX,crema-d_1044_fear_TAIXX,I wonder what this is about.
crema-d_1044_fear_TIEXX,crema-d_1044_fear_TIEXX,The airplane is almost full.
crema-d_1044_fear_TSIXX,crema-d_1044_fear_TSIXX,I'm on my way to the meeting.
crema-d_1044_fear_WSIXX,crema-d_1044_fear_WSIXX,I'm on my way to the meeting.
crema-d_1044_happiness_DFAXX,crema-d_1044_happiness_DFAXX,We'll stop in a couple of minutes.
crema-d_1044_happiness_IEOHI,crema-d_1044_happiness_IEOMD,I would like a new alarm clock.
crema-d_1044_happiness_IEOLO,crema-d_1044_happiness_IEOMD,Don't forget a jacket.
crema-d_1044_happiness_IEOMD,crema-d_1044_happiness_IEOMD,We'll stop in a couple of minutes.
crema-d_1044_happiness_IOMXX,crema-d_1044_happiness_IOMXX,We'll stop in a couple of minutes.
crema-d_1044_happiness_ITHXX,crema-d_1044_happiness_ITHXX,I wonder what this is about.
crema-d_1044_happiness_ITSXX,crema-d_1044_happiness_ITSXX,I wonder what this is about.
crema-d_1044_happiness_IWLXX,crema-d_1044_happiness_IWLXX,I think I have a doctor's appointment.
crema-d_1044_happiness_IWWXX,crema-d_1044_happiness_IWWXX,I'm on my way to the meeting.
crema-d_1044_happiness_MTIXX,crema-d_1044_happiness_MTIXX,I think I have a doctor's appointment.
crema-d_1044_happiness_TAIXX,crema-d_1044_happiness_TAIXX,Don't forget a jacket.
crema-d_1044_happiness_TIEXX,crema-d_1044_happiness_TIEXX,Don't forget a jacket.
crema-d_1044_happiness_TSIXX,crema-d_1044_happiness_TSIXX,We'll stop in a couple of minutes.
crema-d_1044_happiness_WSIXX,crema-d_1044_happiness_WSIXX,I think I've seen this before.
crema-d_1044_neutral_DFAXX,crema-d_1044_neutral_DFAXX,I wonder what this is about.
crema-d_1044_neutral_IEOXX,crema-d_1044_neutral_IEOXX,I think I've seen this before.
crema-d_1044_neutral_IOMXX,crema-d_1044_neutral_IOMXX,We'll stop in a couple of minutes.
crema-d_1044_neutral_ITHXX,crema-d_1044_neutral_ITHXX,The surface is slick.
crema-d_1044_neutral_ITSXX,crema-d_1044_neutral_ITSXX,That is exactly what happened.
